Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1BYZ0f8C6zDSLrr3aZeG19,"Paper Moon","Paper Moon","Hunter Metts",2023-04-13,170322,59,false,,2025-05-30T04:00:28Z,"","Hunter Metts",0.488,0.333,3,-12.255,1,0.0318,0.823,0.0000198,0.132,0.288,123.476,4
spotify:track:1BWOUFGSAbPzrhZxDMno2K,"Nice and Quiet","Bedouine (Deluxe)","Bedouine",2017-06-23,231066,42,false,,2025-05-30T04:00:28Z,"","Spacebomb",0.51,0.29,0,-14.789,1,0.0295,0.723,0.377,0.105,0.435,130.935,4
spotify:track:4O8uW41RxfVF6AJRehcG9W,"Virginia Beach","Virginia Beach","Hamilton Leithauser,Kevin Morby",2021-10-12,239350,35,false,,2025-05-30T04:00:28Z,"","Dead Oceans",0.514,0.715,9,-8.683,1,0.0344,0.417,0.00382,0.14,0.579,173.961,4
spotify:track:32i4BnsK39hrEtYUpPg4D4,"Satan","Satan / Jacob Rose","Andy Shauf",2022-02-07,196264,32,false,,2025-05-30T04:00:28Z,"","Anti/Epitaph",0.608,0.204,5,-14.621,1,0.0331,0.817,0.000234,0.367,0.337,94.618,4
spotify:track:0sEJmxTlb2SZNxdjzBATPK,"Can’t Do Much","Saint Cloud","Waxahatchee",2020-03-27,224106,50,false,,2025-05-30T04:00:28Z,"alt country","Merge Records",0.586,0.541,10,-9.489,1,0.0266,0.576,0.0000701,0.11,0.466,112.119,4
spotify:track:6zz69yZsmztL9Zkp5U74Ju,"Guess Again","Love Is The King","Jeff Tweedy",2020-10-23,197386,42,false,,2025-05-30T04:00:28Z,"alt country,americana,singer-songwriter","Legacy Recordings",0.645,0.658,0,-5.87,1,0.0272,0.054,0.367,0.106,0.509,122.521,4
spotify:track:0UWXrfsHsy2LUJWEbneShb,"Back To Oz","Back to Oz / Fictional California","Sufjan Stevens,Angelo De Augustine",2021-08-10,252052,40,false,,2025-05-30T04:00:28Z,"baroque pop","Asthmatic Kitty",0.436,0.407,8,-10.46,0,0.0312,0.536,0.00128,0.131,0.446,169.92,4
spotify:track:7M5ASYUkhK0iac9WiKyPA3,"Michelangelo","An Overview on Phenomenal Nature","Cassandra Jenkins",2021-02-19,209826,32,false,,2025-05-30T04:00:28Z,"","Ba Da Bing!",0.564,0.368,7,-10.228,1,0.0281,0.587,0.681,0.18,0.544,139.01,4
spotify:track:2Daa5UT9Sym9EQtVW9H7k7,"I Pity the Country","Theory of Ice","Leanne Betasamosake Simpson",2021-03-12,294586,23,false,,2025-05-30T04:00:28Z,"spoken word,native american music","You've Changed Records",0.414,0.527,1,-7.685,1,0.0327,0.0732,0.807,0.102,0.259,122.876,4
spotify:track:43wwn1EmqxcMOWYSd0Gk2Z,"Patterns","Patterns","Laura Marling",2024-07-10,260509,55,false,,2025-05-30T04:00:28Z,"singer-songwriter,southern gothic,folk,indie folk","Chrysalis Records",0.491,0.215,1,-14.63,1,0.034,0.914,0.396,0.106,0.209,98.416,4
