Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3KgHiAVuP88QoQs9CO4z1P,"TATTOO","TATTOO","Tito Double P",2025-02-27,167955,87,true,12139429407,2025-02-28T00:49:04Z,"corrido,corridos tumbados,corridos bélicos,electro corridos,dembow belico,música mexicana","Double P Records",0.755,0.747,10,-4.278,0,0.0656,0.482,0.00000548,0.0853,0.463,109.897,3
spotify:track:3BZUM1xojiL3TvRo3T50R9,"Blancanieves","Porque La Demora","Natanael Cano",2025-07-01,151202,81,true,12139429407,2025-07-09T16:59:40Z,"corridos tumbados,corrido,corridos bélicos,sad sierreño,sierreño,electro corridos,música mexicana,banda","WEA Latina",0.749,0.727,8,-3.24,1,0.0586,0.277,0,0.174,0.371,97.026,4
spotify:track:7DkOpEOBOwHg6VBj4blikS,"Triple Lavada (feat. Victor Mendivil) - Remix","Triple Lavada (feat. Victor Mendivil) [Remix]","Esau Ortiz,Luis R Conriquez,Oscar Maydon,Alemán,Victor Mendivil",2025-05-28,287679,81,true,12139429407,2025-06-05T19:25:58Z,"electro corridos,dembow belico,corrido,corridos tumbados,corridos bélicos,banda,sierreño,sad sierreño,música mexicana,mexican hip hop,latin hip hop,dembow","ESAU ORTIZ AZUARA/Sony Music Latin",0.928,0.614,10,-6.85,0,0.105,0.252,0.0000181,0.117,0.698,100.03,4
spotify:track:2GP6UzoA55p6yYiPCGyEhg,"2+2","2+2","Omar Camacho,Victor Mendivil",2025-06-23,198300,86,false,12139429407,2025-06-25T01:03:07Z,"electro corridos,dembow belico,corrido,corridos tumbados,corridos bélicos,dembow","Rico o Muerto Music LLC",0.807,0.72,5,-5.976,0,0.0655,0.0182,0,0.209,0.791,80.022,4
spotify:track:6Y9DeC4Z9R9scRPg7r11pl,"Porque La Demora","Porque La Demora","Natanael Cano",2025-07-01,211250,78,true,12139429407,2025-07-06T03:46:14Z,"corridos tumbados,corrido,corridos bélicos,sad sierreño,sierreño,electro corridos,música mexicana,banda","WEA Latina",0.59,0.83,3,-3.208,0,0.138,0.104,0,0.145,0.672,174.024,4
spotify:track:5jHozZMWbrExAFni95mvvH,"Por Esos Ojos","Por Esos Ojos","Fuerza Regida",2025-02-11,188064,82,true,12139429407,2025-02-12T05:41:11Z,"corrido,corridos tumbados,corridos bélicos,música mexicana,sierreño,banda,electro corridos,sad sierreño,dembow belico","Rancho Humilde/Street Mob Records/Sony Music Latin",0.509,0.681,5,-6.978,0,0.106,0.294,0,0.191,0.511,102.462,3
spotify:track:0mfemgLsr0ucLSOBOc4xJ0,"CHAMPAGNE","CHAMPAGNE","Tito Double P",2025-05-15,195194,85,true,12139429407,2025-05-16T15:35:37Z,"corrido,corridos tumbados,corridos bélicos,electro corridos,dembow belico,música mexicana","Double P Records",0.759,0.795,10,-5.199,1,0.0608,0.59,0.0000019,0.119,0.738,110.052,3
spotify:track:7hNgSEQ4Ho7kWBA2rKpDd9,"Amigos? No.","Amigos? No.","Oscar Maydon,Neton Vega",2025-03-06,226816,84,true,12139429407,2025-03-08T15:45:12Z,"corridos tumbados,corrido,corridos bélicos,electro corridos,dembow belico,sad sierreño","Rancho Humilde/Sony Music Latin",0.673,0.653,10,-5.945,1,0.029,0.0765,0.000392,0.12,0.597,122.064,3
spotify:track:6RcAHyC5sAUIbPTkhOQwd8,"Y LLORO","$AD BOYZ 4 LIFE II","Junior H",2023-10-05,179013,83,true,12139429407,2023-10-06T04:22:12Z,"corridos tumbados,corrido,corridos bélicos,sad sierreño,sierreño,música mexicana,banda","WEA Latina",0.728,0.589,7,-7.115,1,0.0376,0.424,0.00000778,0.166,0.767,77.475,4
spotify:track:1cOboCuWYI2osTOfolMRS6,"Tu Boda","Tu Boda","Oscar Maydon,Fuerza Regida",2024-09-26,225880,85,true,12139429407,2024-10-05T22:45:43Z,"corridos tumbados,corrido,corridos bélicos,electro corridos,dembow belico,sad sierreño,música mexicana,sierreño,banda","Rancho Humilde/Sony Music Latin",0.694,0.651,6,-6.968,1,0.0784,0.496,0.0000136,0.0787,0.471,112.648,3
spotify:track:41wEwoDCdrSPBHYJShUi8t,"Formula One","Formula One","Jasiel Nuñez",2025-06-26,185179,84,true,12139429407,2025-06-28T02:07:29Z,"corridos tumbados,corrido,sad sierreño,corridos bélicos,música mexicana","Double P Records",0.704,0.751,9,-4.9,0,0.0565,0.187,0,0.0606,0.749,115.909,3
spotify:track:3JU7DUkBDln1FzzuSHc5ec,"Desvelada","Rico o Muerto Vol. 1","Oscar Maydon,Neton Vega,Peso Pluma",2025-06-06,237333,73,true,12139429407,2025-06-10T18:08:11Z,"corridos tumbados,corrido,corridos bélicos,electro corridos,dembow belico,sad sierreño,música mexicana,banda","Rancho Humilde/Sony Music Latin",0.624,0.659,11,-5.905,1,0.0421,0.0972,0.0000179,0.401,0.236,134.875,3
spotify:track:4st6K8nGBjANh0mKNvOpnt,"peliculiando","111XPANTIA","Fuerza Regida",2025-05-02,208696,81,true,12139429407,2025-05-05T20:03:15Z,"corrido,corridos tumbados,corridos bélicos,música mexicana,sierreño,banda,electro corridos,sad sierreño,dembow belico","Rancho Humilde/Street Mob Records/Sony Music Latin",0.731,0.715,8,-5.384,0,0.0861,0.552,0,0.321,0.834,134.91,4
spotify:track:0SP36uZtFZ7B9eDYNmdvpz,"Asquerosamente Rico","Asquerosamente Rico","Oscar Maydon,Peso Pluma",2025-06-05,195314,74,true,12139429407,2025-06-18T04:21:33Z,"corridos tumbados,corrido,corridos bélicos,electro corridos,dembow belico,sad sierreño,música mexicana,banda","Rancho Humilde/Sony Music Latin",0.781,0.659,8,-6.645,1,0.0334,0.394,0.000111,0.12,0.481,125.016,3
spotify:track:5eIC15mXcFPA97kr1W0zIA,"Satanás","Satanás","Alex Torres,Tito Torbellino Jr",2025-06-13,207000,48,true,12139429407,2025-06-15T00:31:22Z,"corrido,corridos bélicos,corridos tumbados,electro corridos","WM Mexico",0.774,0.645,2,-6.584,0,0.0326,0.12,0,0.112,0.595,119.92,3
spotify:track:6X3h549Z7LJk881NPI5kTa,"7 DÍAS","Ya No Se Llevan Serenatas","Gabito Ballesteros,Tito Double P",2025-05-23,180688,79,true,12139429407,2025-06-05T19:27:36Z,"corrido,corridos tumbados,corridos bélicos,música mexicana,sad sierreño,electro corridos,banda,sierreño,dembow belico","Los CT Records",0.838,0.746,11,-3.749,1,0.0614,0.386,0,0.0839,0.577,111.913,3
spotify:track:1a7onn7lPqqRWul5ogyMyX,"ANSIEDAD","111XPANTIA","Fuerza Regida",2025-05-02,151836,88,true,12139429407,2025-05-05T20:02:20Z,"corrido,corridos tumbados,corridos bélicos,música mexicana,sierreño,banda,electro corridos,sad sierreño,dembow belico","Rancho Humilde/Street Mob Records/Sony Music Latin",0.659,0.684,10,-7.631,0,0.0336,0.421,0,0.0814,0.737,107.057,3
spotify:track:4e76Ss3ji7HQZ4qwcPNkNA,"MIENTRAS DUERMES","$AD BOYZ 4 LIFE II","Junior H",2023-10-05,226035,84,true,12139429407,2025-04-30T19:08:47Z,"corridos tumbados,corrido,corridos bélicos,sad sierreño,sierreño,música mexicana,banda","WEA Latina",0.752,0.645,11,-6.656,1,0.037,0.246,0,0.0972,0.923,125.132,3
spotify:track:6272S5nkbOvQDazRYq6muV,"caperuza","111XPANTIA","Fuerza Regida",2025-05-02,179317,80,true,12139429407,2025-05-11T17:11:12Z,"corrido,corridos tumbados,corridos bélicos,música mexicana,sierreño,banda,electro corridos,sad sierreño,dembow belico","Rancho Humilde/Street Mob Records/Sony Music Latin",0.685,0.6,4,-5.317,0,0.0439,0.251,0,0.111,0.518,79.949,4
spotify:track:2rApWcTGUQuq4iDuB8n763,"WISCACHOS","Ya No Se Llevan Serenatas","Gabito Ballesteros,Neton Vega",2025-05-23,178739,78,true,12139429407,2025-06-02T21:52:57Z,"corrido,corridos tumbados,corridos bélicos,música mexicana,sad sierreño,electro corridos,banda,sierreño,dembow belico","Los CT Records",0.795,0.857,9,-5.652,1,0.0523,0.0218,0.00000975,0.306,0.56,116.015,3
spotify:track:0WC20El0j1vhgQoPCLp6Xo,"DOSIS DE AMOR","Ya No Se Llevan Serenatas","Gabito Ballesteros,Natanael Cano",2025-05-23,153600,63,true,12139429407,2025-06-02T21:52:50Z,"corrido,corridos tumbados,corridos bélicos,música mexicana,sad sierreño,electro corridos,banda,sierreño","Los CT Records",0.505,0.621,3,-7.494,0,0.27,0.199,0,0.0791,0.391,200.33,3
spotify:track:5VCwxSMbHdXr22LxROFgyA,"Lo logre","Lo logre","Kane Rodriguez",2025-06-13,194078,65,false,12139429407,2025-06-13T19:46:55Z,"corrido,corridos bélicos,corridos tumbados,sierreño","WM Mexico",0.772,0.479,4,-10.864,0,0.0391,0.0657,0,0.0827,0.191,92.505,3
spotify:track:7obbjnrA9Z81q3F592aabg,"ayy weyy","111XPANTIA","Fuerza Regida",2025-05-02,148481,82,true,12139429407,2025-05-05T20:02:26Z,"corrido,corridos tumbados,corridos bélicos,música mexicana,sierreño,banda,electro corridos,sad sierreño,dembow belico","Rancho Humilde/Street Mob Records/Sony Music Latin",0.738,0.872,11,-6.595,0,0.0638,0.652,0.0000497,0.114,0.78,123.892,3
spotify:track:07bruo5RoHasGqnun1Z31S,"Chiquita","Mi Vida Mi Muerte","Neton Vega,Tito Double P",2025-02-14,132051,87,false,12139429407,2025-02-14T18:47:45Z,"corrido,corridos tumbados,corridos bélicos,electro corridos,dembow belico,música mexicana","Josa Records",0.745,0.862,1,-6.345,0,0.058,0.519,0.0000229,0.12,0.815,138.065,3
spotify:track:4PmzBDhr6hcewNezA1PPbh,"Te Voy a Robar","Dinero Poder y Mujeres","Angel Tumbado,Chuyin",2025-04-04,151282,64,false,12139429407,2025-07-16T19:37:00Z,"corridos tumbados,corrido,corridos bélicos,sad sierreño","Street Mob Records",0.769,0.821,3,-6.073,0,0.0467,0.362,0.00000161,0.125,0.676,119.947,3
spotify:track:43558Td2trz7O0chZYohEE,"Amapola","Amapola","Natanael Cano,Nueva H",2024-12-05,180693,79,false,12139429407,2025-07-19T21:35:13Z,"corridos tumbados,corrido,corridos bélicos,sad sierreño,sierreño,electro corridos,música mexicana,banda","WEA Latina",0.758,0.596,9,-7.836,0,0.0264,0.0641,0,0.245,0.753,133,3
spotify:track:5LHPcY9yd0hWVFIW4yfOCJ,"Pika Pika","Pika Pika","Chuyin,Fuerza Regida,Jorsshh,Calle 24",2024-11-29,147981,85,true,12139429407,2024-11-30T22:13:20Z,"corrido,corridos tumbados,corridos bélicos,música mexicana,sierreño,banda,electro corridos,sad sierreño,dembow belico","Street Mob Records",0.716,0.808,1,-6.383,1,0.0332,0.207,0.00000461,0.14,0.788,127.023,3
